,node_a,node_b,time
8047,1272,1260,1085360284
8048,700,1253,1085361426
8049,67,97,1085361749
8050,1323,1129,1085362972
8051,242,488,1085363117
8052,1272,1246,1085363134
8053,704,377,1085363550
8054,63,228,1085366249
8055,1213,1026,1085366344
8056,594,242,1085366589
8057,314,1296,1085366762
8058,1032,1186,1085367159
8059,701,50,1085367361
8060,353,1283,1085367636
8061,697,923,1085367727
8062,353,296,1085367882
8063,245,1283,1085367959
8064,1290,596,1085368636
8065,1332,1255,1085368697
8066,770,1217,1085368863
8067,834,314,1085369351
8068,1118,598,1085370072
8069,600,1332,1085370266
8070,9,1312,1085370746
8071,754,903,1085370918
8072,754,1332,1085370951
8073,1333,1145,1085371045
8074,1127,318,1085371275
8075,1127,415,1085371468
8076,103,1334,1085371522
8077,142,654,1085371610
8078,142,514,1085371806
8079,1286,1335,1085372131
8080,174,1260,1085372162
8081,1334,1255,1085372477
8082,1,312,1085372508
8083,1087,353,1085372612
8084,719,1336,1085372775
8085,1113,353,1085372904
8086,1336,725,1085373009
8087,639,1127,1085373078
8088,615,1026,1085373208
8089,738,393,1085373231
8090,32,1336,1085373325
8091,1334,1068,1085373359
8092,103,1280,1085373814
8093,950,495,1085374376
8094,308,701,1085374531
8095,569,1337,1085375097
8096,1244,296,1085375112
8097,646,495,1085375130
8098,482,799,1085375493
8099,482,546,1085375552
8100,1043,495,1085375638
8101,908,332,1085375692
8102,341,353,1085376171
8103,1255,1335,1085376179
8104,871,1097,1085376635
8105,871,513,1085376672
8106,569,296,1085376735
8107,482,3,1085376993
8108,353,1326,1085377455
8109,415,475,1085377562
8110,503,617,1085377626
8111,503,1217,1085377828
8112,42,1337,1085378217
8113,1283,513,1085378531
8114,503,254,1085378798
8115,249,1255,1085378914
8116,245,60,1085378922
8117,1338,254,1085379012
8118,1281,131,1085379247
8119,1117,856,1085379256
8120,516,564,1085379264
8121,1325,1123,1085379525
8122,442,1247,1085379594
8123,1338,471,1085379840
8124,615,1072,1085380057
8125,986,644,1085380303
8126,1338,1034,1085380377
8127,991,109,1085380411
8128,1338,1173,1085380414
8129,735,839,1085380458
8130,1118,620,1085380718
8131,986,1310,1085380746
8132,1339,1231,1085380989
8133,770,1336,1085381095
8134,758,50,1085381424
8135,792,1283,1085381539
8136,758,298,1085382083
8137,1083,175,1085382240
8138,1338,209,1085382456
8139,1283,468,1085382618
8140,1283,644,1085382641
8141,1283,643,1085382650
8142,1283,482,1085382662
8143,1283,1246,1085382692
8144,1283,1039,1085382744
8145,1113,1283,1085382753
8146,1283,121,1085382785
8147,1283,1169,1085382831
8148,1283,101,1085382846
8149,1283,142,1085382879
8150,1283,1231,1085382888
8151,770,1283,1085382905
8152,1283,298,1085382926
8153,1283,278,1085382937
8154,1283,713,1085382946
8155,1283,470,1085382956
8156,1283,1187,1085382966
8157,1195,1283,1085382969
8158,1283,603,1085382990
8159,447,1283,1085382997
8160,1283,254,1085383006
8161,1283,586,1085383018
8162,1283,1105,1085383029
8163,1283,422,1085383076
8164,1283,144,1085383095
8165,871,595,1085383107
8166,1283,90,1085383109
8167,1087,1283,1085383123
8168,1283,598,1085383143
8169,1283,1168,1085383174
8170,1283,1325,1085383199
8171,1283,704,1085383213
8172,1283,1208,1085383225
8173,1283,1051,1085383238
8174,1283,645,1085383332
8175,1283,368,1085383359
8176,323,1083,1085383380
8177,323,1283,1085383420
8178,1283,1340,1085383542
8179,1283,1034,1085383562
8180,1283,297,1085383607
8181,1302,468,1085383613
8182,1283,1341,1085383645
8183,1168,1298,1085383645
8184,1283,85,1085383656
8185,770,1216,1085383662
8186,163,1283,1085383729
8187,782,654,1085383734
8188,1283,1297,1085383736
8189,1118,1283,1085383738
8190,1283,1339,1085383750
8191,27,1283,1085383755
8192,42,1294,1085383761
8193,1283,346,1085383778
8194,1283,801,1085383796
8195,1283,1227,1085383815
8196,598,346,1085383850
8197,1283,128,1085383874
8198,1283,242,1085383913
8199,63,26,1085383935
8200,176,1302,1085383987
8201,770,598,1085384030
8202,1283,919,1085384212
8203,1283,758,1085384246
8204,1283,835,1085384273
8205,770,1196,1085384317
8206,831,1187,1085384320
8207,249,1283,1085384327
8208,1283,1183,1085384330
8209,1283,654,1085384345
8210,998,1283,1085384366
8211,1283,498,1085384437
8212,598,353,1085384466
8213,1339,221,1085384476
8214,1283,975,1085384493
8215,1283,317,1085384549
8216,1283,1315,1085384572
8217,1283,728,1085384581
8218,1283,741,1085384592
8219,1283,1310,1085384631
8220,1286,1342,1085384637
8221,1283,561,1085384681
8222,1286,1339,1085384695
8223,1343,1342,1085384713
8224,1283,502,1085384728
8225,986,1283,1085384736
8226,1283,1158,1085384746
8227,1283,475,1085384760
8228,1283,334,1085384790
8229,1283,1342,1085384804
8230,1283,1270,1085384827
8231,42,1325,1085384839
8232,1283,1244,1085384862
8233,1283,950,1085384878
8234,1283,1326,1085384890
8235,1283,547,1085384909
8236,1283,660,1085384922
8237,1283,325,1085384938
8238,1283,590,1085384955
8239,1283,1097,1085384970
8240,42,1043,1085384972
8241,1283,543,1085384982
8242,1283,1167,1085385009
8243,1283,782,1085385042
8244,1283,415,1085385058
8245,1283,560,1085385070
8246,1283,1032,1085385080
8247,1283,252,1085385095
8248,1283,1018,1085385131
8249,103,1342,1085385422
8250,1343,1283,1085385560
8251,245,881,1085385662
8252,245,163,1085385750
8253,245,388,1085385781
8254,245,334,1085385831
8255,753,6,1085385987
8256,245,309,1085386069
8257,42,1284,1085386121
8258,63,278,1085386130
8259,42,479,1085386513
8260,1339,1344,1085386553
8261,372,1280,1085386578
8262,1281,73,1085386630
8263,1281,74,1085386752
8264,1281,1345,1085386794
8265,1281,1042,1085386826
8266,1281,88,1085386869
8267,770,495,1085386909
8268,1325,638,1085386955
8269,1283,389,1085386963
8270,1110,1146,1085387009
8271,1339,660,1085387038
8272,42,843,1085387070
8273,1281,1018,1085387308
8274,1281,814,1085387453
8275,50,1281,1085387498
8276,1283,753,1085387552
8277,638,1340,1085387563
8278,1283,843,1085387605
8279,843,714,1085387634
8280,1281,1280,1085387681
8281,1283,1280,1085387774
8282,1281,422,1085387865
8283,1281,1325,1085387944
8284,42,548,1085388022
8285,53,1283,1085388029
8286,843,1114,1085388031
8287,1340,42,1085388060
8288,1326,1280,1085388107
8289,42,638,1085388369
8290,1317,1280,1085388452
8291,1281,495,1085388455
8292,1281,475,1085388495
8293,42,475,1085388578
8294,1283,802,1085388673
8295,1317,758,1085388689
8296,1317,753,1085388918
8297,594,283,1085389336
8298,1281,1004,1085389440
8299,640,569,1085389945
8300,1215,1281,1085389989
8301,392,1051,1085390273
8302,1215,1083,1085390284
8303,1215,1287,1085390356
8304,392,42,1085390407
8305,560,840,1085390559
8306,42,815,1085390759
8307,1346,1314,1085390797
8308,560,297,1085390828
8309,323,1347,1085391896
8310,1281,781,1085392925
8311,53,1244,1085393831
8312,53,975,1085393883
8313,53,1281,1085394179
8314,42,1097,1085395443
8315,1253,1227,1085400153
8316,189,1339,1085407795
8317,67,1231,1085412691
8318,342,1097,1085413222
8319,725,1018,1085416122
8320,1113,1348,1085418171
8321,1268,644,1085418534
8322,42,799,1085419378
8323,42,1334,1085419506
8324,42,1255,1085419798
8325,1113,933,1085420370
8326,1281,605,1085420546
8327,42,1346,1085421325
8328,1280,497,1085421507
8329,42,626,1085421583
8330,431,59,1085421797
8331,1272,1346,1085421840
8332,944,840,1085422210
8333,838,547,1085422529
8334,80,609,1085422974
8335,809,42,1085423461
8336,53,620,1085423468
8337,53,408,1085423862
8338,408,1122,1085424292
8339,1349,366,1085424433
8340,1233,1299,1085424776
8341,257,838,1085424829
8342,342,784,1085426810
8343,621,1280,1085426923
8344,257,42,1085428330
8345,1283,1350,1085428367
8346,257,1294,1085428401
8347,1215,1283,1085428692
8348,1281,1065,1085428780
8349,1215,1350,1085429249
8350,1101,638,1085429701
8351,1189,1021,1085429708
8352,539,1021,1085429725
8353,1101,498,1085429726
8354,1189,1338,1085429786
8355,1127,1189,1085429997
8356,283,843,1085430029
8357,1101,297,1085430165
8358,1127,296,1085430261
8359,871,1142,1085430794
8360,871,1350,1085430847
8361,871,734,1085430953
8362,871,445,1085431368
8363,1190,144,1085431584
8364,26,1176,1085431682
8365,617,142,1085432016
8366,245,1146,1085432095
8367,1190,378,1085432952
8368,859,50,1085433073
8369,859,1287,1085433155
8370,1350,1185,1085433289
8371,666,589,1085433802
8372,871,1351,1085433908
8373,871,971,1085434055
8374,32,1338,1085434195
8375,9,1338,1085434411
8376,666,616,1085434453
8377,644,1295,1085434529
8378,9,1265,1085434537
8379,1352,569,1085435327
8380,871,843,1085435448
8381,319,926,1085436357
8382,479,472,1085436467
8383,105,1353,1085436474
8384,36,1059,1085436488
8385,831,1049,1085436890
8386,1283,319,1085436969
8387,600,80,1085437900
8388,908,1354,1085437997
8389,770,1291,1085438047
8390,994,831,1085438435
8391,555,856,1085438663
8392,1190,1281,1085438863
8393,297,1183,1085439048
8394,547,1280,1085440121
8395,1283,337,1085440218
8396,950,1346,1085440227
8397,547,297,1085440356
8398,810,1351,1085440756
8399,871,375,1085440812
8400,871,260,1085440850
8401,1136,1283,1085441841
8402,639,740,1085442340
8403,986,704,1085443003
8404,986,793,1085443256
8405,1325,1340,1085443730
8406,800,1072,1085443988
8407,871,981,1085444557
8408,1168,291,1085444618
8409,576,337,1085444843
8410,1168,337,1085445248
8411,142,337,1085445621
8412,249,1351,1085445994
8413,1281,163,1085446115
8414,1281,482,1085446633
8415,32,1281,1085446705
8416,1281,1246,1085446709
8417,1281,101,1085446870
8418,1281,1231,1085446913
8419,1281,944,1085446983
8420,1281,211,1085447018
8421,1281,155,1085447087
8422,1281,68,1085447153
8423,42,1355,1085447156
8424,770,1281,1085447179
8425,1213,1281,1085447203
8426,42,1356,1085447205
8427,42,1357,1085447265
8428,225,638,1085447346
8429,1281,389,1085447372
8430,1272,1281,1085447381
8431,576,1281,1085447506
8432,1281,542,1085447663
8433,1281,532,1085447798
8434,1281,1287,1085448023
8435,810,1281,1085448329
8436,1283,576,1085448491
8437,483,1317,1085448564
8438,1283,57,1085448675
8439,276,190,1085448715
8440,609,1325,1085448773
8441,1358,42,1085448904
8442,586,1072,1085449307
8443,1113,1131,1085449504
8444,42,333,1085449914
8445,1118,1281,1085449935
8446,462,1255,1085450657
8447,1340,830,1085451155
8448,752,42,1085451189
8449,1359,1342,1085451318
8450,687,260,1085451601
8451,1283,392,1085451675
8452,1283,1359,1085451752
8453,1283,372,1085451856
8454,1268,372,1085451879
8455,1268,1269,1085451965
8456,372,874,1085452117
8457,1283,797,1085452135
8458,372,975,1085452192
8459,1283,523,1085452196
8460,372,1352,1085452248
8461,1281,1005,1085452654
8462,1281,462,1085452774
8463,1281,835,1085452832
8464,1281,1227,1085452859
8465,1281,1344,1085452876
8466,1281,128,1085452899
8467,1281,927,1085453056
8468,1281,536,1085453097
8469,1281,797,1085453202
8470,1281,26,1085453275
8471,1281,547,1085453297
8472,1281,732,1085453336
8473,1281,1356,1085453463
8474,118,586,1085453593
8475,1359,1335,1085453604
8476,704,799,1085453769
8477,257,1183,1085453845
8478,1105,1284,1085453856
8479,919,1317,1085453870
8480,118,943,1085453893
8481,963,1105,1085454138
8482,1052,713,1085454147
8483,800,1281,1085454254
8484,1065,570,1085454500
8485,770,963,1085455345
8486,50,1284,1085455691
8487,1281,487,1085457989
8488,422,6,1085457991
8489,1281,799,1085458005
8490,1281,831,1085458026
8491,523,1032,1085458039
8492,1349,1255,1085458549
8493,1349,1281,1085458573
8494,1183,1360,1085458734
8495,576,966,1085458749
8496,1183,1361,1085458761
8497,1183,1356,1085458819
8498,1183,1354,1085458859
8499,1183,1355,1085458891
8500,249,607,1085459266
8501,980,639,1085459367
8502,249,1359,1085459419
8503,1331,615,1085459523
8504,19,1281,1085459539
8505,372,1362,1085459620
8506,372,938,1085459775
8507,474,1349,1085460371
8508,494,372,1085460391
8509,770,544,1085460530
8510,770,315,1085460659
8511,986,834,1085460668
8512,878,1355,1085461102
8513,516,94,1085461959
8514,679,1363,1085462017
8515,323,725,1085462077
8516,1038,1281,1085462382
8517,1178,42,1085462728
8518,1359,1343,1085462950
8519,342,1040,1085463132
8520,245,573,1085463140
8521,245,542,1085463169
8522,245,339,1085463190
8523,245,102,1085463212
8524,483,821,1085463427
8525,199,654,1085463453
8526,679,398,1085463491
8527,398,132,1085463514
8528,357,1169,1085463753
8529,199,1364,1085463758
8530,199,1363,1085463808
8531,1326,97,1085463916
8532,753,1271,1085464194
8533,770,1302,1085464251
8534,963,654,1085464395
8535,1302,753,1085464418
8536,1045,1026,1085464501
8537,306,352,1085464585
8538,131,654,1085464618
8539,1326,1123,1085464677
8540,679,1174,1085464829
8541,871,306,1085464845
8542,871,1365,1085464965
8543,479,1338,1085465419
8544,1365,1366,1085465497
8545,306,439,1085465515
8546,642,1338,1085465640
8547,871,814,1085465741
8548,753,642,1085466093
8549,1196,357,1085466175
8550,577,683,1085466395
8551,1367,1365,1085466690
8552,342,753,1085466720
8553,342,1362,1085466842
8554,1368,752,1085466894
8555,868,249,1085467083
8556,1233,588,1085467125
8557,104,817,1085467132
8558,105,577,1085467313
8559,871,1021,1085467590
8560,1326,983,1085467727
8561,63,1271,1085467758
8562,1183,353,1085467934
8563,479,1018,1085467978
8564,834,1365,1085468236
8565,1233,337,1085468244
8566,454,1369,1085468247
8567,1183,236,1085468307
8568,176,864,1085468408
8569,447,719,1085468409
8570,523,870,1085468542
8571,560,908,1085468724
8572,1285,638,1085469130
8573,1283,938,1085469179
8574,731,1283,1085469201
8575,1283,864,1085469313
8576,631,775,1085469337
8577,638,736,1085469571
8578,714,316,1085469678
8579,257,90,1085469681
8580,456,1246,1085469842
8581,800,523,1085469894
8582,498,638,1085469990
8583,546,437,1085470022
8584,919,332,1085470073
8585,1236,337,1085470202
8586,1236,638,1085470270
8587,638,1370,1085470283
8588,498,864,1085470330
8589,714,517,1085470365
8590,1236,498,1085470405
8591,638,1371,1085470406
8592,1236,984,1085470460
8593,341,1255,1085470677
8594,1283,1302,1085470687
8595,372,1014,1085470688
8596,1326,638,1085470721
8597,1236,392,1085470731
8598,72,1283,1085470739
8599,1236,440,1085470773
8600,372,475,1085470830
8601,372,864,1085470919
8602,852,1361,1085471027
8603,1236,1372,1085471116
8604,714,1255,1085471288
8605,710,1373,1085471303
8606,285,1126,1085471374
8607,468,1372,1085471410
8608,1189,1370,1085471445
8609,1236,1050,1085471446
8610,173,1283,1085471489
8611,285,1097,1085471573
8612,285,1284,1085471672
8613,859,105,1085471862
8614,710,1374,1085471950
8615,423,1255,1085471951
8616,423,938,1085471987
8617,1375,199,1085472143
8618,1190,1183,1085472390
8619,1142,752,1085472423
8620,306,272,1085472517
8621,1236,1340,1085472522
8622,1190,281,1085472533
8623,1089,1365,1085472580
8624,1142,963,1085472626
8625,1375,778,1085472696
8626,609,389,1085472781
8627,1142,176,1085472915
8628,573,1292,1085472926
8629,809,257,1085473054
8630,172,544,1085473071
8631,615,840,1085473101
8632,1236,479,1085473165
8633,1189,938,1085473371
8634,1236,1142,1085473384
8635,809,90,1085473507
8636,1189,1244,1085473759
8637,871,1376,1085473901
8638,711,1356,1085473946
8639,1236,454,1085474061
8640,546,878,1085474090
8641,372,1377,1085474194
8642,609,964,1085474229
8643,346,1353,1085474251
8644,1358,1283,1085474312
8645,687,1378,1085474469
8646,609,765,1085474519
8647,212,1168,1085474535
8648,128,1006,1085474617
8649,1236,1018,1085474624
8650,1236,822,1085474693
8651,1358,372,1085474702
8652,609,1097,1085474726
8653,1379,638,1085474891
8654,306,964,1085474937
8655,1189,473,1085474977
8656,1236,372,1085475001
8657,1380,748,1085475026
8658,609,463,1085475040
8659,1379,912,1085475041
8660,1236,1379,1085475274
8661,822,1189,1085475311
8662,1236,824,1085475358
8663,871,1138,1085475447
8664,1281,1033,1085475974
8665,1274,1281,1085476012
8666,1379,1138,1085476106
8667,105,711,1085476325
8668,1033,1377,1085476355
8669,105,605,1085476488
8670,1292,542,1085476612
8671,53,1138,1085476638
8672,824,731,1085476911
8673,824,1284,1085477045
8674,1358,352,1085477176
8675,1236,1274,1085477203
8676,1358,927,1085477559
8677,1358,1186,1085477578
8678,1292,1072,1085477613
8679,1326,1284,1085477887
8680,325,1292,1085478206
8681,1235,1068,1085478541
8682,1358,993,1085478667
8683,105,1069,1085478698
8684,1138,1381,1085478910
8685,1281,1382,1085479078
8686,1358,1381,1085479095
8687,1381,609,1085479141
8688,546,538,1085479143
8689,546,429,1085479251
8690,1383,1381,1085479458
8691,546,1380,1085479709
8692,1187,191,1085480889
8693,1281,555,1085481043
8694,1381,297,1085481464
8695,687,193,1085481761
8696,1381,101,1085481886
8697,105,1138,1085481995
8698,1381,1033,1085483087
8699,562,439,1085484268
8700,943,752,1085484412
8701,943,638,1085485162
8702,105,1083,1085486205
8703,163,943,1085486823
8704,1381,599,1085487508
8705,586,1097,1085496425
8706,1127,1083,1085497390
8707,342,1384,1085497953
8708,474,337,1085499716
8709,778,1384,1085499990
8710,474,163,1085500010
8711,26,1033,1085500079
8712,778,297,1085500317
8713,32,1372,1085501735
8714,32,1385,1085501752
8715,793,1383,1085501942
8716,482,1103,1085504603
8717,1178,687,1085504635
8718,105,474,1085504971
8719,1189,393,1085505423
8720,105,708,1085505669
8721,932,372,1085505745
8722,306,309,1085506139
8723,1358,309,1085506622
8724,1386,1246,1085506831
8725,483,357,1085507217
8726,859,1168,1085507573
8727,852,1356,1085509544
8728,944,375,1085509867
8729,523,1189,1085510904
8730,176,1384,1085510998
8731,32,1386,1085511086
8732,1052,1365,1085511554
8733,42,1381,1085512464
8734,1283,527,1085512744
8735,1236,615,1085513092
8736,1236,793,1085513523
8737,644,1184,1085513547
8738,1236,555,1085513671
8739,257,1349,1085513750
8740,687,1237,1085513778
8741,257,687,1085513966
8742,1236,176,1085514220
8743,1185,1012,1085515325
8744,1387,1313,1085515511
8745,1190,1352,1085516517
8746,1382,1283,1085517063
8747,9,1323,1085517087
8748,1138,704,1085517203
8749,1101,1138,1085517250
8750,1190,62,1085517341
8751,1283,1386,1085517364
8752,53,1388,1085517438
8753,1138,1389,1085517449
8754,1039,943,1085517653
8755,1272,626,1085517961
8756,1283,1390,1085517999
8757,398,291,1085518968
8758,1283,1138,1085519134
8759,1383,1127,1085519249
8760,1383,1283,1085519430
8761,760,943,1085519628
8762,760,542,1085519659
8763,830,260,1085519682
8764,830,256,1085519756
8765,683,1168,1085519930
8766,810,1138,1085520091
8767,683,479,1085520225
8768,1283,1378,1085520274
8769,1283,1391,1085520405
8770,1339,711,1085520538
8771,302,1392,1085521055
8772,1236,1326,1085521230
8773,398,701,1085521312
8774,639,1289,1085521446
8775,1236,1329,1085521700
8776,1339,713,1085521818
8777,710,41,1085521933
8778,1236,738,1085521978
8779,1283,700,1085522052
8780,1285,475,1085522063
8781,639,586,1085522213
8782,1358,840,1085522484
8783,1236,704,1085522632
8784,1033,598,1085522715
8785,639,1381,1085522746
8786,1033,1355,1085522761
8787,337,626,1085522854
8788,1236,394,1085522865
8789,1393,95,1085523190
8790,1033,639,1085523271
8791,1375,740,1085523356
8792,555,305,1085523376
8793,1033,194,1085523488
8794,871,830,1085523724
8795,1373,354,1085524067
8796,1189,823,1085524444
8797,1280,1033,1085524466
8798,1281,325,1085524703
8799,29,1394,1085524939
8800,249,964,1085525079
8801,843,1237,1085525228
8802,249,1376,1085525286
8803,1281,683,1085525761
8804,928,943,1085525965
8805,710,245,1085526066
8806,679,1281,1085526300
8807,1373,1350,1085526316
8808,44,1,1085526425
8809,254,1247,1085526444
8810,1359,1231,1085526848
8811,1358,777,1085527101
8812,783,784,1085527290
8813,1267,1180,1085527590
8814,1373,62,1085527766
8815,1281,626,1085528040
8816,795,1384,1085528491
8817,1113,508,1085528904
8818,357,1178,1085528953
8819,306,626,1085529323
8820,1283,306,1085529449
8821,1395,32,1085530068
8822,809,1213,1085530119
8823,809,795,1085530218
8824,1396,938,1085530982
8825,1397,1281,1085531114
8826,514,1398,1085531251
8827,514,1350,1085531397
8828,1113,576,1085531429
8829,642,1280,1085531548
8830,1262,42,1085531559
8831,1236,549,1085531624
8832,482,353,1085531711
8833,1236,1302,1085531889
8834,1283,1295,1085532179
8835,1236,990,1085532219
8836,1018,1359,1085532915
8837,1373,609,1085532967
8838,346,1062,1085533374
8839,1399,1018,1085533492
8840,398,354,1085534057
8841,1246,1400,1085534666
8842,1038,576,1085535615
8843,1340,1137,1085536615
8844,146,312,1085536661
8845,9,1401,1085537094
8846,1399,1335,1085537258
8847,549,236,1085537763
8848,704,1395,1085538136
8849,19,1390,1085538313
8850,704,1393,1085538322
8851,704,1400,1085538435
8852,425,992,1085538447
8853,1335,1342,1085538732
8854,220,719,1085538766
8855,1284,1213,1085538969
8856,1236,1043,1085539358
8857,1236,1287,1085539779
8858,1033,1137,1085540746
8859,1037,1072,1085540868
8860,1283,699,1085541004
8861,539,1253,1085541051
8862,12,1252,1085541242
8863,1339,783,1085541291
8864,12,409,1085541379
8865,409,1004,1085541414
8866,697,1006,1085541487
8867,1364,1393,1085541752
8868,1110,752,1085541757
8869,1373,32,1085541886
8870,1373,615,1085541943
8871,12,1255,1085542321
8872,687,1281,1085542648
8873,1373,105,1085542741
8874,1373,1313,1085542843
8875,118,847,1085542909
8876,770,1103,1085543227
8877,12,1344,1085543230
8878,12,1118,1085543266
8879,12,1284,1085543399
8880,1402,1339,1085543702
8881,1402,32,1085543708
8882,1185,454,1085544028
8883,12,1138,1085544058
8884,308,146,1085544115
8885,1402,325,1085544226
8886,308,278,1085544559
8887,42,1226,1085544822
8888,42,306,1085545059
8889,1339,1255,1085545191
8890,498,1050,1085545219
8891,32,1050,1085545243
8892,679,649,1085545252
8893,498,1402,1085545309
8894,498,1072,1085545611
8895,546,544,1085545696
8896,1383,1138,1085545995
8897,725,454,1085546092
8898,90,1006,1085546665
8899,986,649,1085547152
8900,1339,1280,1085548222
8901,1339,474,1085548276
8902,576,649,1085548895
8903,1280,725,1085548929
8904,576,1339,1085548936
8905,474,1377,1085549066
8906,398,1377,1085549127
8907,800,1384,1085549134
8908,871,1029,1085549434
8909,871,1384,1085549493
8910,353,261,1085549683
8911,1284,131,1085549827
8912,994,596,1085549838
8913,770,1384,1085549936
8914,770,658,1085549990
8915,1403,1255,1085550196
8916,986,725,1085550330
8917,261,835,1085550921
8918,1375,994,1085551025
8919,128,927,1085551146
8920,994,454,1085551270
8921,986,1036,1085551282
8922,1136,254,1085551384
8923,415,1350,1085551434
8924,1036,32,1085551527
8925,1404,1219,1085551679
8926,1244,1287,1085551874
8927,1317,817,1085551889
8928,254,1244,1085552017
8929,398,1359,1085552267
8930,1367,1138,1085552295
8931,9,1050,1085552507
8932,503,102,1085552660
8933,792,1036,1085552684
8934,1033,701,1085552862
8935,713,353,1085552961
8936,576,1033,1085552965
8937,1138,254,1085553093
8938,249,725,1085553205
8939,1403,859,1085553385
8940,1215,1317,1085553465
8941,1215,1136,1085553487
8942,991,101,1085553678
8943,254,1211,1085553807
8944,323,97,1085553809
8945,1339,323,1085554063
8946,871,267,1085554310
8947,799,994,1085554341
8948,1405,516,1085554729
8949,503,605,1085554991
8950,1340,609,1085555124
8951,638,1406,1085555131
8952,1331,632,1085555145
8953,809,560,1085555248
8954,1375,1056,1085555311
8955,1340,1374,1085555319
8956,1340,1407,1085555383
8957,503,527,1085555461
8958,560,1216,1085555482
8959,1184,711,1085555775
8960,503,638,1085555809
8961,1018,772,1085555826
8962,704,1297,1085555951
8963,1281,354,1085556062
8964,1402,1083,1085556111
8965,503,352,1085556138
8966,1402,29,1085556146
8967,1402,950,1085556168
8968,1402,254,1085556198
8969,1402,423,1085556206
8970,1402,1033,1085556213
8971,1283,409,1085556233
8972,1402,994,1085556241
8973,605,90,1085556242
8974,1402,704,1085556253
8975,12,392,1085556281
8976,372,1359,1085556282
8977,704,323,1085556284
8978,1402,1319,1085556302
8979,1402,560,1085556329
8980,12,1214,1085556361
8981,372,952,1085556397
8982,503,272,1085556412
8983,871,952,1085556428
8984,843,306,1085556672
8985,1283,1063,1085556728
8986,249,1402,1085556819
8987,144,1408,1085556821
8988,128,1113,1085556832
8989,67,1402,1085556870
8990,1044,1402,1085556879
8991,681,1402,1085556950
8992,128,557,1085557068
8993,1339,90,1085557081
8994,306,952,1085557106
8995,128,503,1085557122
8996,770,1402,1085557144
8997,1379,131,1085557167
8998,350,1353,1085557243
8999,12,834,1085557254
9000,128,1409,1085557267
9001,1339,1234,1085557290
9002,1317,507,1085557323
9003,710,1283,1085557432
9004,1184,254,1085557595
9005,372,1402,1085557603
9006,1274,306,1085557608
9007,372,1354,1085557683
9008,843,356,1085557690
9009,12,1379,1085557755
9010,439,952,1085557846
9011,539,952,1085557962
9012,1410,753,1085558068
9013,339,1402,1085558088
9014,1379,1402,1085558154
9015,710,539,1085558164
9016,1410,6,1085558221
9017,1400,1411,1085558289
9018,1281,356,1085558293
9019,254,1216,1085558367
9020,1339,589,1085558368
9021,1381,798,1085558382
9022,1381,783,1085558454
9023,1184,367,1085558460
9024,810,1402,1085558462
9025,1379,598,1085558601
9026,128,612,1085558664
9027,874,919,1085558668
9028,143,1339,1085558817
9029,12,358,1085558896
9030,128,235,1085558925
9031,350,358,1085559124
9032,418,1402,1085559159
9033,1123,507,1085559358
9034,372,1412,1085559417
9035,1339,297,1085559595
9036,1281,539,1085559639
9037,128,548,1085559670
9038,372,1018,1085559749
9039,871,1412,1085559809
9040,372,1381,1085559883
9041,993,1402,1085560012
9042,640,576,1085560020
9043,1381,128,1085560067
9044,503,306,1085560220
9045,1328,306,1085560509
9046,582,598,1085560539
9047,372,592,1085560666
9048,810,1412,1085560669
9049,1215,498,1085561049
9050,128,1354,1085561153
9051,392,306,1085561283
9052,1373,408,1085561776
9053,1383,392,1085561883
9054,1373,592,1085561913
9055,600,470,1085562121
9056,600,105,1085562157
9057,1373,713,1085562311
9058,1280,1403,1085562332
9059,146,128,1085562621
9060,1235,1402,1085562996
9061,713,548,1085563004
9062,1235,576,1085563017
9063,1413,1381,1085563019
9064,1235,843,1085563032
9065,713,271,1085563153
9066,1414,42,1085563262
9067,128,1415,1085563424
9068,1089,1412,1085563787
9069,128,778,1085563826
9070,315,840,1085563863
9071,1416,277,1085564614
9072,555,1292,1085564759
9073,1023,1402,1085564998
9074,1381,713,1085565249
9075,1416,1138,1085565285
9076,392,1295,1085565389
9077,42,135,1085565510
9078,942,605,1085565517
9079,1281,1023,1085566073
9080,1381,495,1085566227
9081,128,1004,1085566337
9082,1317,1417,1085567085
9083,760,576,1085567171
9084,1281,413,1085567680
9085,1381,843,1085567732
9086,783,1213,1085567820
9087,1416,1413,1085567855
9088,479,413,1085567914
9089,1416,1291,1085568230
9090,1416,260,1085568382
9091,1416,713,1085568744
9092,1283,1402,1085570285
9093,865,1402,1085581856
9094,9,1317,1085583893
9095,342,1417,1085585843
9096,342,783,1085585902
9097,342,843,1085585974
9098,342,1216,1085586037
9099,1272,1244,1085586074
9100,67,1417,1085587373
9101,1373,859,1085587962
9102,1373,1306,1085588927
9103,594,1289,1085589003
9104,1374,699,1085589507
9105,225,1281,1085589729
9106,1373,697,1085590282
9107,1328,391,1085590582
9108,1373,753,1085590760
9109,1373,707,1085590922
9110,859,413,1085590926
9111,1373,1191,1085591063
9112,1262,598,1085591630
9113,1189,1407,1085592114
9114,1189,1402,1085592221
9115,1189,1291,1085592381
9116,1127,1274,1085594189
9117,1153,1103,1085595115
9118,1018,413,1085595820
9119,1018,711,1085596083
9120,339,1000,1085597291
9121,843,1268,1085598400
9122,634,341,1085598832
9123,821,752,1085599337
9124,42,1418,1085599560
9125,1393,332,1085600157
9126,483,398,1085600546
9127,9,1402,1085600709
